,"Last Update: September 20, 2024",,,,,,,,,,,,,,,,,,,,Benefit estimates,,,,Cost estimates,,,,,,,,,,,,,,,,,,,
TOI-1685 b,1.47,,3.03,,0.67,8.8,3575,,,,5.4,0.030,0.918,1091,-11.61,0.46,0.0303,234.4688,1909.4146,16.0706,-11.6138,-636.6752,-0.1381,-0.3700,sub256,77,3,10,6,21,1357,998,262,166,103,18.70,19.00,76.06,1.00,Bluhm+2021,Luque & Palle 2022,Burt+2024,Planet is likely an airless rock given information from Luque+ (private comm).,
GJ 806 b,1.33,,1.90,,0.93,6.5,3600,,,,7.3,0.029,0.930,942,-8.55,0.42,0.0259,130.5749,1168.5317,13.3648,-8.5509,-37.1449,-0.1544,-0.3844,sub64,26,1,3,1,3,1173,862,208,129,37,3.50,4.00,16.13,1.00,Palle+2023,,,Low bulk density. Maroon-X data indicates mass may be larger than previously thought --- with an Earth-like composition. Stellar activity might be impacting RVs. Madison Brady (mtbrady@uchicago.edu) can provide additional details if that is necessary.,
K2-91 b,1.10,,1.24,,1.42,10.6,3488.898193,,,,11.2,0.035,0.945,737,-3.25,0.29,0.0111,49.0217,727.8621,11.8533,-3.2460,-18.7802,-0.1025,-0.3851,brightsky,273,40,138,75,258,918,675,208,122,229,113.18,114.00,463.75,0.00,Dressing+2017,,,No mass constraint,
Wolf 327 b,1.24,,2.53,,0.57,8.4,3542,,,,5.3,0.028,0.900,1088,-10.81,0.41,0.0232,232.1336,2217.8321,15.9780,-10.8136,-945.0120,-0.1400,-0.4070,sub256,73,4,12,8,24,1354,995,237,150,89,17.08,18.00,71.30,1.00,Murgas+2024,,,,
TOI-6008 b,1.03,,0.99,,0.86,9.5,3075,,,,9.4,0.039,0.650,708,-3.57,0.24,0.0048,41.5654,1026.2464,10.9746,-3.5671,-34.5169,-0.1193,-0.4540,brightsky,128,5,14,9,25,881,647,278,161,153,27.31,28.00,94.08,0.00,Barkaoui+2024,,,Upper limit mass constraint of < 4 MEarth.,
LHS 3844 b,1.30,,2.29,,0.46,9.1,3036,,,,7.1,0.064,0.521,805,-1.93,0.19,0.0027,69.6247,2430.7437,14.8393,-1.9293,-1157.9103,-0.0465,-0.4567,sub256,111,1,3,1,3,1002,736,934,559,140,2.25,3.00,9.15,0.00,Vanderspek+2019,,,"MIRI/LRS, Spitzer; no mass constraint",
TOI-540 b,0.90,,0.63,,1.24,8.9,3216,,,,13.9,0.044,0.489,610,-3.17,0.19,0.0035,22.9367,687.7548,9.3414,-3.1748,-24.1341,-0.1266,-0.4797,sub256,105,4,10,8,20,759,558,260,144,138,22.73,23.00,68.38,0.00,Ment+2021,,,No mass constraint. Active star; short rotation period,
SPECULOOS-3b,0.98,,0.82,,0.72,10.5,2800,,,,12.8,0.073,0.456,553,-1.67,0.12,0.0008,15.5178,1090.7784,10.2773,-1.6739,-35.7456,-0.0549,-0.4878,brightsky,260,3,7,5,12,689,506,714,382,275,10.95,11.00,31.84,0.00,Gillon+2024,,,No mass constraint.,
L 98-59 b,0.85,,0.40,,2.25,7.1,3412,,,,15.0,0.025,0.992,623,-5.12,0.31,0.0117,24.9545,360.2068,7.6735,-5.1164,-21.0206,-0.2141,-0.4943,sub128,33,4,13,7,23,775,570,84,47,45,23.25,24.00,100.34,0.00,Demangeon+2021,Rajpaul+2024,,,
Kepler-42b,0.76,,0.42,,1.21,11.5,3258,,,,14.3,0.040,0.536,610,-4.19,0.17,0.0031,22.9749,739.0213,8.3194,-4.1901,-27.5291,-0.1721,-0.5359,full,607,99,219,99,219,759,558,215,119,433,325.73,326.00,1006.09,0.00,Mann+2017,,,No mass constraint.,
GJ 1252 b,1.18,,1.32,,0.52,7.9,3458,,,,5.0,0.028,0.724,1090,-14.63,0.39,0.0195,234.1313,2482.5638,11.8310,-14.6293,-1209.7750,-0.2664,-0.5425,sub256,55,2,6,4,12,1357,997,239,152,77,12.47,13.00,45.99,1.00,Crossfield+2022,,,No atmosphere according to Crossfield+2022,
TOI-4527.01,0.91,,2.09,,0.40,7.0,3702,,,,3.7,0.017,0.803,1363,-17.62,0.49,0.0398,571.8014,3954.8831,16.9446,-17.6191,-2681.9454,-0.2091,-0.5778,sub128,35,4,13,8,26,1696,1247,114,75,51,27.10,28.00,104.35,0.00,Hord+2024,,,No mass constraint. Maroon-X team following this object. Madison Brady (mtbrady@uchicago.edu) can provide additional details if that is necessary.,
LHS 1678 b,0.69,,0.24,,0.86,8.3,3490,,,,8.1,0.019,0.801,868,-11.85,0.33,0.0144,94.1401,1196.5817,6.6633,-11.8508,-27.0225,-0.4131,-0.6801,sub256,62,20,63,37,116,1081,794,80,49,86,121.00,122.00,454.13,0.00,Silverstein+2024,,,No mass constraint; has a Brown dwarf companion of ~10s of years period,
GJ 238 b,0.57,,0.13,,1.74,7.0,3485,,,,10.6,0.012,1.239,758,-10.19,0.43,0.0245,54.5708,504.6021,5.3163,-10.1920,-21.7462,-0.4501,-0.6843,sub128,27,33,133,61,247,943,693,26,15,39,218.03,219.00,1045.42,0.00,Tey+2024,,,No mass constraint,
Kepler-42c,0.73,,0.35,,0.45,11.5,3258,,,,7.4,0.040,0.445,846,-10.65,0.17,0.0029,84.8963,2829.0399,7.7800,-10.6519,-1556.2689,-0.3362,-0.7284,full,459,26,71,48,131,1053,774,359,218,476,180.32,181.00,518.89,0.00,Mann+2017,,,No mass constraint.,
GJ 367 b,0.70,,0.63,,0.32,5.8,3522,,,,3.3,0.014,0.629,1365,-20.15,0.46,0.0289,575.2870,4820.6141,10.6448,-20.1477,-3547.6991,-0.4058,-0.7673,sub64,23,4,11,7,19,1699,1249,81,53,31,20.48,21.00,69.50,1.00,Goffo+2023,Zhang+2023,,No atmosphere according to Zhang+2023,
